ano;disciplina;conteudo
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Relative Pronouns"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Additions to Remarks"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Question-tags; Short Answers; Shortened Clauses"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Modal Verbs (II)"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Conditional Sentences"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; The Passive Voice"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; “To” Infi nitive; Bare Infi nitive; -ing Form (II)"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Reported (Indirect) Speech"
2º ANO ENSINO MÉDIO;LÍNGUA INGLESA;" Text Comprehension; Review Exercises"
2º ANO ENSINO MÉDIO;HISTÓRIA; A formação do Estado brasileiro (1822-1840): Primeiro Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; A formação do Estado brasileiro (1822-1840): Período Regencial
2º ANO ENSINO MÉDIO;HISTÓRIA; O pensamento liberal e os movimentos sociais: desenvolvimento e crítica
2º ANO ENSINO MÉDIO;HISTÓRIA; Desenvolvimento e crítica do pensamento liberal: do socialismo utópico ao marxismo
2º ANO ENSINO MÉDIO;HISTÓRIA; Desenvolvimento e crítica do pensamento liberal: do anarquismo ao pensamento social cristão
2º ANO ENSINO MÉDIO;HISTÓRIA; Movimentos sociais e políticos no século XIX: as ondas revolucionárias
2º ANO ENSINO MÉDIO;HISTÓRIA; Movimentos sociais e políticos no século XIX: o nacionalismo
2º ANO ENSINO MÉDIO;HISTÓRIA; Movimentos sociais e políticos no século XIX: reivindicações pela emancipação nacional
2º ANO ENSINO MÉDIO;HISTÓRIA; Movimentos sociais e políticos no século XIX: os Estados Unidos
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): a política interna no Segundo Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): a economia no Segundo Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): o trabalho no Segundo Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): o abolicionismo
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): a política externa no Segundo Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; Consolidação do Estado brasileiro (1840-1889): o declínio do Segundo Reinado
2º ANO ENSINO MÉDIO;HISTÓRIA; Segunda Revolução Industrial
2º ANO ENSINO MÉDIO;HISTÓRIA; Imperialismo (I)
2º ANO ENSINO MÉDIO;HISTÓRIA; A belle époque
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: a Primeira Guerra Mundial (1914-1918)
2º ANO ENSINO MÉDIO;HISTÓRIA; Revolução Russa
2º ANO ENSINO MÉDIO;HISTÓRIA; Revolução Mexicana
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: a República da Espada (1889-1894)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: a transição para o poder civil (1894-1898)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: população e sociedade brasileiras (1889-1914)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: modernização incompleta e movimentos sociais (1889-1914)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: mecanismos políticos da Primeira República (1898-1930)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: situação econômica (1889-1930)
2º ANO ENSINO MÉDIO;HISTÓRIA; Formação da República: a belle époque brasileira (1889-1914)
2º ANO ENSINO MÉDIO;HISTÓRIA; A crise de 1929
2º ANO ENSINO MÉDIO;HISTÓRIA; O fascismo
2º ANO ENSINO MÉDIO;HISTÓRIA; O nazismo
2º ANO ENSINO MÉDIO;HISTÓRIA; Crise da Primeira República (1922-1930): a industrialização do Brasil
2º ANO ENSINO MÉDIO;HISTÓRIA; Crise da Primeira República (1922-1930): o operariado e a classe média
2º ANO ENSINO MÉDIO;HISTÓRIA; Crise da Primeira República (1922-1930): o tenentismo
2º ANO ENSINO MÉDIO;HISTÓRIA; Crise da Primeira República (1922-1930): a Revolução de 1930
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: crises da década de 1930
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: a Segunda Guerra Mundial
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: governo provisório (1930-1934)
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: governo constitucional (1934-1937)
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: Estado Novo (1937-1945)
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: transformações econômicas
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: cultura e sociedade
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: a invenção do Brasil
2º ANO ENSINO MÉDIO;HISTÓRIA; Era Vargas: O fi m do Estado Novo (1943-1945)
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: Guerra Fria (1945-1968)
2º ANO ENSINO MÉDIO;HISTÓRIA; Descolonização afro-asiática
2º ANO ENSINO MÉDIO;HISTÓRIA; A Revolução Chinesa
2º ANO ENSINO MÉDIO;HISTÓRIA; América Latina no século XX
2º ANO ENSINO MÉDIO;HISTÓRIA; Brasil: República Liberal (1945-1964)
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: cultura e contracultura
2º ANO ENSINO MÉDIO;HISTÓRIA; Conflitos do século XX: Guerra Fria (1968-1989)
2º ANO ENSINO MÉDIO;HISTÓRIA; Brasil: regime militar (1964-1985)
2º ANO ENSINO MÉDIO;HISTÓRIA; Brasil atual
2º ANO ENSINO MÉDIO;GEOGRAFIA; Globalização: Globalização da economia
2º ANO ENSINO MÉDIO;GEOGRAFIA; Blocos econômicos
2º ANO ENSINO MÉDIO;GEOGRAFIA; As desigualdades no mundo globalizado
2º ANO ENSINO MÉDIO;GEOGRAFIA; A desigualdade social e econômica no mundo globalizado
2º ANO ENSINO MÉDIO;GEOGRAFIA; Desigualdades e seus fatores
2º ANO ENSINO MÉDIO;GEOGRAFIA; População: distribuição e crescimento
2º ANO ENSINO MÉDIO;GEOGRAFIA; Distribuição e crescimento da população mundial
2º ANO ENSINO MÉDIO;GEOGRAFIA; As teorias demográficas
2º ANO ENSINO MÉDIO;GEOGRAFIA; População do Brasil: distribuição e crescimento
2º ANO ENSINO MÉDIO;GEOGRAFIA; A população absoluta e relativa do Brasil
2º ANO ENSINO MÉDIO;GEOGRAFIA; O crescimento vegetativo da população brasileira
2º ANO ENSINO MÉDIO;GEOGRAFIA; Estrutura etária e por gênero
2º ANO ENSINO MÉDIO;GEOGRAFIA; Estrutura etária no mundo
2º ANO ENSINO MÉDIO;GEOGRAFIA; Estrutura etária e por gênero da população brasileira
2º ANO ENSINO MÉDIO;GEOGRAFIA; População do Brasil: imigração e estrutura étnica
2º ANO ENSINO MÉDIO;GEOGRAFIA; Os imigrantes
2º ANO ENSINO MÉDIO;GEOGRAFIA; Estrutura étnica
2º ANO ENSINO MÉDIO;GEOGRAFIA; População do Brasil: estrutura ativa
2º ANO ENSINO MÉDIO;GEOGRAFIA; Estrutura da população ativa
2º ANO ENSINO MÉDIO;GEOGRAFIA; Trabalho e mercado de trabalho
2º ANO ENSINO MÉDIO;GEOGRAFIA; As migrações
2º ANO ENSINO MÉDIO;GEOGRAFIA; Diferentes tipos de migrações
2º ANO ENSINO MÉDIO;GEOGRAFIA; Migrações brasileiras
2º ANO ENSINO MÉDIO;GEOGRAFIA; Urbanização e implicações sociais
2º ANO ENSINO MÉDIO;GEOGRAFIA; Urbanização
2º ANO ENSINO MÉDIO;GEOGRAFIA; Urbanização no Brasil
2º ANO ENSINO MÉDIO;GEOGRAFIA; Problemas urbanos
2º ANO ENSINO MÉDIO;GEOGRAFIA; Os grandes problemas ambientais urbanos
2º ANO ENSINO MÉDIO;GEOGRAFIA; Agropecuária no mundo
2º ANO ENSINO MÉDIO;GEOGRAFIA; Sistemas agropecuários
2º ANO ENSINO MÉDIO;GEOGRAFIA; Agropecuária nos países do Norte e do Sul
2º ANO ENSINO MÉDIO;GEOGRAFIA; Agropecuária no Brasil
2º ANO ENSINO MÉDIO;GEOGRAFIA; Atividades agropecuárias no Brasil
2º ANO ENSINO MÉDIO;GEOGRAFIA; Atividades agropecuárias nas macrorregiões brasileiras
2º ANO ENSINO MÉDIO;GEOGRAFIA; A atividade industrial
2º ANO ENSINO MÉDIO;GEOGRAFIA; Desenvolvimento da atividade industrial
2º ANO ENSINO MÉDIO;GEOGRAFIA; Revoluções Industriais
2º ANO ENSINO MÉDIO;GEOGRAFIA; As potências industriais tradicionais
2º ANO ENSINO MÉDIO;GEOGRAFIA; Potências industriais tradicionais: Estados Unidos e Canadá
2º ANO ENSINO MÉDIO;GEOGRAFIA; Potências industriais tradicionais: Japão e Europa
2º ANO ENSINO MÉDIO;GEOGRAFIA; As potências industriais emergentes
2º ANO ENSINO MÉDIO;GEOGRAFIA; A atividade industrial nos Tigres Asiáticos
2º ANO ENSINO MÉDIO;GEOGRAFIA; A atividade industrial nos Brics
2º ANO ENSINO MÉDIO;GEOGRAFIA; Atividade industrial no Brasil
2º ANO ENSINO MÉDIO;GEOGRAFIA; Transporte e comércio
2º ANO ENSINO MÉDIO;GEOGRAFIA; O transporte
2º ANO ENSINO MÉDIO;GEOGRAFIA; O comércio
2º ANO ENSINO MÉDIO;GEOGRAFIA; Turismo como organizador do espaço geográfico
2º ANO ENSINO MÉDIO;GEOGRAFIA; O turismo como organizador do espaço geográfico
2º ANO ENSINO MÉDIO;GEOGRAFIA; Geopolítica: a ordem mundial bipolar e multipolar
2º ANO ENSINO MÉDIO;GEOGRAFIA; A ordem mundial bipolar
2º ANO ENSINO MÉDIO;GEOGRAFIA; Fim da ordem mundial bipolar
2º ANO ENSINO MÉDIO;GEOGRAFIA; Problemas geopolíticos da Ásia
2º ANO ENSINO MÉDIO;GEOGRAFIA; Geopolítica: Oriente Médio
2º ANO ENSINO MÉDIO;GEOGRAFIA; Geopolítica: Extremo Oriente e Sudeste Asiático
2º ANO ENSINO MÉDIO;GEOGRAFIA; Geopolítica: problemas geopolíticos na África
2º ANO ENSINO MÉDIO;GEOGRAFIA; Recentes tensões e conflitos africanos
2º ANO ENSINO MÉDIO;GEOGRAFIA; Questões geopolíticas na América Latina
2º ANO ENSINO MÉDIO;GEOGRAFIA; A Organização das Nações Unidas
2º ANO ENSINO MÉDIO;GEOGRAFIA; Formação e instâncias administrativas da ONU
2º ANO ENSINO MÉDIO;GEOGRAFIA; Brasil no Sistema Internacional
2º ANO ENSINO MÉDIO;GEOGRAFIA; O Brasil no Sistema Internacional
2º ANO ENSINO MÉDIO;BIOLOGIA; Noções de taxonomia e nomenclatura
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Poríferos e Cnidários
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Platelmintos
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Nematelmintos
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Anelídeos
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Moluscos
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Artrópodes
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Equinodermos e Cordados
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Peixes
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Anfíbios e Répteis
2º ANO ENSINO MÉDIO;BIOLOGIA; Reino animal: Aves e Mamíferos
2º ANO ENSINO MÉDIO;BIOLOGIA; Tegumento
2º ANO ENSINO MÉDIO;BIOLOGIA; Locomoção
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia da digestão e nutrição
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia da digestão e nutrição
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema cardiovascular
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema cardiovascular e sangue
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema respiratório
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia da excreção
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema nervoso
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema endócrino
2º ANO ENSINO MÉDIO;BIOLOGIA; Fisiologia do sistema reprodutor feminino
2º ANO ENSINO MÉDIO;BIOLOGIA; Ciclos de vida
2º ANO ENSINO MÉDIO;BIOLOGIA; Briófitas
2º ANO ENSINO MÉDIO;BIOLOGIA; Pteridófitas
2º ANO ENSINO MÉDIO;BIOLOGIA; Gimnospermas
2º ANO ENSINO MÉDIO;BIOLOGIA; Angiospermas
2º ANO ENSINO MÉDIO;BIOLOGIA; Polinização
2º ANO ENSINO MÉDIO;BIOLOGIA; Frutos e dispersão
2º ANO ENSINO MÉDIO;BIOLOGIA; Angiospermas: classes de angiospermas e germinação
2º ANO ENSINO MÉDIO;BIOLOGIA; Meristemas e crescimento vegetal
2º ANO ENSINO MÉDIO;BIOLOGIA; Raiz e nutrição inorgânica
2º ANO ENSINO MÉDIO;BIOLOGIA; Estômatos, trocas gasosas e transpiração
2º ANO ENSINO MÉDIO;BIOLOGIA; Condução de seiva bruta
2º ANO ENSINO MÉDIO;BIOLOGIA; Condução de seiva elaborada
2º ANO ENSINO MÉDIO;BIOLOGIA; Hormônios e outros reguladores vegetais
2º ANO ENSINO MÉDIO;BIOLOGIA; Hormônios: reguladores vegetais
2º ANO ENSINO MÉDIO;BIOLOGIA; Movimentos vegetais e fotoperiodismo
2º ANO ENSINO MÉDIO;BIOLOGIA; Revisão: meiose
2º ANO ENSINO MÉDIO;BIOLOGIA; A primeira lei de Mendel
2º ANO ENSINO MÉDIO;BIOLOGIA; Ausência de dominância, codominância e letalidade
2º ANO ENSINO MÉDIO;BIOLOGIA; Genealogias, cruzamento-teste e probabilidades
2º ANO ENSINO MÉDIO;BIOLOGIA; Grupos sanguíneos
2º ANO ENSINO MÉDIO;BIOLOGIA; Cromossomos sexuais e a herança de seus genes
2º ANO ENSINO MÉDIO;BIOLOGIA; A segunda lei de Mendel
2º ANO ENSINO MÉDIO;BIOLOGIA; Interação gênica
2º ANO ENSINO MÉDIO;BIOLOGIA; Linkage e mapas genéticos
2º ANO ENSINO MÉDIO;BIOLOGIA; Genética de populações
2º ANO ENSINO MÉDIO;BIOLOGIA; Biotecnologia
2º ANO ENSINO MÉDIO;FÍSICA; Eletricidade e sociedade
2º ANO ENSINO MÉDIO;FÍSICA; O modelo do átomo de Rutherford e carga elétrica
2º ANO ENSINO MÉDIO;FÍSICA; Condutores e isolantes elétricos
2º ANO ENSINO MÉDIO;FÍSICA; Mecanismos de eletrização
2º ANO ENSINO MÉDIO;FÍSICA; Força elétrica
2º ANO ENSINO MÉDIO;FÍSICA; Campo elétrico
2º ANO ENSINO MÉDIO;FÍSICA; Campo elétrico uniforme
2º ANO ENSINO MÉDIO;FÍSICA; Energia potencial elétrica e diferença de potencial
2º ANO ENSINO MÉDIO;FÍSICA; Um estudo particular de energia potencial elétrica
2º ANO ENSINO MÉDIO;FÍSICA; Mapeamento do campo elétrico
2º ANO ENSINO MÉDIO;FÍSICA; Trabalho e energia no campo elétrico uniforme
2º ANO ENSINO MÉDIO;FÍSICA; Corrente elétrica
2º ANO ENSINO MÉDIO;FÍSICA; Potência elétrica e o quilowatt-hora
2º ANO ENSINO MÉDIO;FÍSICA; Resistência elétrica e primeira lei de Ohm
2º ANO ENSINO MÉDIO;FÍSICA; Segunda lei de Ohm
2º ANO ENSINO MÉDIO;FÍSICA; Associação de resistores em série
2º ANO ENSINO MÉDIO;FÍSICA; Associação de resistores em paralelo
2º ANO ENSINO MÉDIO;FÍSICA; Associação de resistores e plantas baixas de residências
2º ANO ENSINO MÉDIO;FÍSICA; Geradores e pilhas
2º ANO ENSINO MÉDIO;FÍSICA; Circuitos simples
2º ANO ENSINO MÉDIO;FÍSICA; Bipolos reversíveis: receptores elétricos
2º ANO ENSINO MÉDIO;FÍSICA; Aparelhos de medida
2º ANO ENSINO MÉDIO;FÍSICA; Circuitos de malha única
2º ANO ENSINO MÉDIO;FÍSICA; Ímãs e magnetismo
2º ANO ENSINO MÉDIO;FÍSICA; A experiência de Oersted
2º ANO ENSINO MÉDIO;FÍSICA; Força magnética
2º ANO ENSINO MÉDIO;FÍSICA; Indução eletromagnética
2º ANO ENSINO MÉDIO;FÍSICA; Indução eletromagnética: gerador mecânico
2º ANO ENSINO MÉDIO;FÍSICA; Estática: equilíbrio de um corpo extenso
2º ANO ENSINO MÉDIO;FÍSICA; Termometria: temperatura e escalas
2º ANO ENSINO MÉDIO;FÍSICA; Calor e mecanismos de transferência
2º ANO ENSINO MÉDIO;FÍSICA; Dilatação e contração dos sólidos
2º ANO ENSINO MÉDIO;FÍSICA; Dilatação anômala da água
2º ANO ENSINO MÉDIO;FÍSICA; Quantidade de calor sensível
2º ANO ENSINO MÉDIO;FÍSICA; Estática: equilíbrio do ponto material e momento de uma força (torque)
2º ANO ENSINO MÉDIO;FÍSICA; Quantidade de calor sensível
2º ANO ENSINO MÉDIO;FÍSICA; Quantidade de calor latente
2º ANO ENSINO MÉDIO;FÍSICA; Sistema termicamente isolado
2º ANO ENSINO MÉDIO;FÍSICA; Introdução à Termodinâmica
2º ANO ENSINO MÉDIO;FÍSICA; As variáveis de estado de uma amostra gasosa
2º ANO ENSINO MÉDIO;FÍSICA; Transformações gasosas
2º ANO ENSINO MÉDIO;FÍSICA; Energia interna de um gás ideal
2º ANO ENSINO MÉDIO;FÍSICA; O trabalho da força de pressão de um gás
2º ANO ENSINO MÉDIO;FÍSICA; Primeira lei da Termodinâmica
2º ANO ENSINO MÉDIO;FÍSICA; Primeira lei da Termodinâmica aplicada a transformações particulares
2º ANO ENSINO MÉDIO;FÍSICA; Máquinas térmicas
2º ANO ENSINO MÉDIO;FÍSICA; Osciladores harmônicos
2º ANO ENSINO MÉDIO;FÍSICA; Introdução à Ondulatória
2º ANO ENSINO MÉDIO;FÍSICA; Equação fundamental da Ondulatória
2º ANO ENSINO MÉDIO;FÍSICA; Fenômenos ondulatórios
2º ANO ENSINO MÉDIO;FÍSICA; Ondas transversais em cordas
2º ANO ENSINO MÉDIO;FÍSICA; Ondas eletromagnéticas
2º ANO ENSINO MÉDIO;FÍSICA; Interferência de ondas
2º ANO ENSINO MÉDIO;FÍSICA; Ondas estacionárias
2º ANO ENSINO MÉDIO;FÍSICA; Ondas sonoras e suas características
2º ANO ENSINO MÉDIO;FÍSICA; A corda como fonte de som
2º ANO ENSINO MÉDIO;FÍSICA; Os tubos como fonte de som
2º ANO ENSINO MÉDIO;FÍSICA; O efeito Doppler
2º ANO ENSINO MÉDIO;QUÍMICA; Soluções: conceito e classificação
2º ANO ENSINO MÉDIO;QUÍMICA; Concentração comum (m/V) e densidade
2º ANO ENSINO MÉDIO;QUÍMICA; Concentrações (m/m): porcentagem, ppm e ppb
2º ANO ENSINO MÉDIO;QUÍMICA; Concentração em mol/L
2º ANO ENSINO MÉDIO;QUÍMICA; Relações entre tipos de concentração
2º ANO ENSINO MÉDIO;QUÍMICA; Diluição das soluções
2º ANO ENSINO MÉDIO;QUÍMICA; Mistura de soluções de mesmo soluto
2º ANO ENSINO MÉDIO;QUÍMICA; Termoquímica: poder calórico dos alimentos
2º ANO ENSINO MÉDIO;QUÍMICA; Calor de reação e entalpia
2º ANO ENSINO MÉDIO;QUÍMICA; Entalpia de formação e DH de formação
2º ANO ENSINO MÉDIO;QUÍMICA; Entalpia de combustão
2º ANO ENSINO MÉDIO;QUÍMICA; Cálculo de DH da reação pela lei de Hess
2º ANO ENSINO MÉDIO;QUÍMICA; Energia de ligação
2º ANO ENSINO MÉDIO;QUÍMICA; Introdução à oxirredução: número de oxidação
2º ANO ENSINO MÉDIO;QUÍMICA; Agentes oxidante e redutor
2º ANO ENSINO MÉDIO;QUÍMICA; Balanceamento de equações químicas de oxirredução
2º ANO ENSINO MÉDIO;QUÍMICA; Pilhas: conceitos iniciais
2º ANO ENSINO MÉDIO;QUÍMICA; Potenciais de eletrodos
2º ANO ENSINO MÉDIO;QUÍMICA; Espontaneidade de reações
2º ANO ENSINO MÉDIO;QUÍMICA; Eletrólise
2º ANO ENSINO MÉDIO;QUÍMICA; Leis de Faraday
2º ANO ENSINO MÉDIO;QUÍMICA; Cinética Química: velocidade média
2º ANO ENSINO MÉDIO;QUÍMICA; A energia de ativação
2º ANO ENSINO MÉDIO;QUÍMICA; Fatores que influenciam a rapidez de uma reação
2º ANO ENSINO MÉDIO;QUÍMICA; Lei da rapidez
2º ANO ENSINO MÉDIO;QUÍMICA; Equilíbrios químicos: introdução
2º ANO ENSINO MÉDIO;QUÍMICA; Equilíbrios químicos: cálculos diretos de KC
2º ANO ENSINO MÉDIO;QUÍMICA; Equilíbrios heterogêneos – KP
2º ANO ENSINO MÉDIO;QUÍMICA; Deslocamento de equilíbrio
2º ANO ENSINO MÉDIO;QUÍMICA; Lei da diluição de Ostwald
2º ANO ENSINO MÉDIO;QUÍMICA; Produto iônico da água
2º ANO ENSINO MÉDIO;QUÍMICA; pH e pOH: introdução
2º ANO ENSINO MÉDIO;QUÍMICA; Introdução à Química orgânica
2º ANO ENSINO MÉDIO;QUÍMICA; Petróleo: reações de combustão
2º ANO ENSINO MÉDIO;QUÍMICA; Nomenclatura de hidrocarbonetos
2º ANO ENSINO MÉDIO;QUÍMICA; Nomenclatura básica de alguns compostos orgânicos
